"Title","PMID","cell_name","Cell_Type","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200"
"Single-cell transcriptomics reveals regulators underlying immune cell diversity and immune subtypes associated with prognosis in nasopharyngeal carcinoma",32686767,"Bcell5/GerminalcenterBcell_PMID_32686767","B cell","MARCKSL1","RGS13","HMGN1","TCL1A","NEIL1","HMCES","ACTG1","LRMP","LPP","SYNE2","SERPINA9","DAAM1","BCL7A","HMGN2","SERF2","SUGCT","PTTG1","SNX29P2","EZR","RFTN1","HMGA1","UCP2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell transcriptomics reveals regulators underlying immune cell diversity and immune subtypes associated with prognosis in nasopharyngeal carcinoma",32686767,"Bcell6/Bcell-4_PMID_32686767","B cell","IGLL5","HIST1H4C","HMGB2","STMN1","MKI67","KIAA0101","TUBA1B","H2AFZ","TOP2A","TK1","DUT","UBE2C","CENPF","NUSAP1","TYMS","RRM2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"T_conv1_PMID_34663877","T cell","IL7R","ANXA1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"T_conv2_PMID_34663877","T cell","SCGB3A1","SCGB3A2","NAPSA","XCL2","XIST","ANKRD28","C4BPA","SLPI","SFTA2","ANXA1","SCGB1A1","MUC1","PIGR","CST3","IL7R","S100A11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"T_reg_PMID_34663877","T cell","LTB","TNFRSF4","TNFRSF18","CTLA4","SPOCK2","MAF","ARID5B","TIGIT","TRAC","ICOS","CD4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"T_CD8_1_PMID_34663877","T cell","HSPA1A","HSPA6","HSPA1B","DNAJB1","HSPH1","HSPD1","CCL5","IFNG","GZMA","HSPE1","GZMB","CLEC2B","CCL3","DUSP4","RGS1","ATF3","CACYBP","ZFAND2A","RGS2","GZMK","CCL4","BAG3","FABP5","CHORDC1","CD8A","DNAJB4","HSPB1","APOBEC3G","DNAJA4","NKG7","SAA1","PTMS","CRTAM","HLA-DRB1","CSF1","LAG3","TNFSF9","CYTOR","TNFRSF9","RHOB","TIGIT","FKBP4","DEDD2","SPP1","BICDL1","CD8B","PTPN22","GBP2","LYST","GZMH","AHSA1","RAB27A","LINC01871","HLA-DPB1","CD7","COTL1","ITM2A","NR4A1","HLA-DPA1","CTSW","CST7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"T_CD8_2_PMID_34663877","T cell","CCL5","GZMB","KLRC2","ALOX5AP","LDLRAD4","RARRES3","VCAM1","ZBTB1","CRTAM","PSME2","CD7","ENTPD1","CD3D","PTPN22","CD8A","FAM118A","LAG3","PTMS","AKAP5","CLEC2D","EVL","GZMA","PDE3B","CTSW","COTL1","RGCC","TRAC","PSMB9","METRNL","ZEB2","ZNF331","DUSP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"T_CD8_3_PMID_34663877","T cell","GNLY","NKG7","GZMH","CMC1","KLRD1","TRGC2","CCL4","CST7","KLRG1","FGFBP2","LYAR","PRF1","PLAC8","KLRF1","FCGR3A","ADGRG1","PLEK","SAMD3","CCL5","LITAF","CTSW","GZMM","CD3G","ZEB2","C1orf56","CDC42SE1","C12orf75","ABHD17A","KLF2","AKNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"T_CD8_Proliferating_PMID_34663877","T cell","STMN1","HMGB2","HIST1H4C","TUBA1B","TUBB","MKI67","CENPF","HMGN2","TOP2A","ASPM","PCLAF","TYMS","DUT","NUSAP1","H2AFZ","SMC4","UBE2C","CXCL13","PCNA","TMPO","PTTG1","ANP32B","CKS1B","H2AFV","RAN","SMC2","COTL1","TPX2","DEK","RANBP1","CORO1A","FABP5","RRM2","ANP32E","GZMB","SLC25A5","CENPE","CALM3","ATAD2","MAD2L1","KIF20B","CDK1","ENO1","PSMB9","NUCKS1","CDKN3","TPI1","IDH2","CLSPN","PSME2","ZWINT","SNRPB","BIRC5","SMC3","DLGAP5","PKM","RAD21","PARK7","CENPM","KNL1","ATP5MC3","JPT1","MZT2B","CHCHD2","PSMB8","KIF11","PGAM1","HELLS","SNRPD1","KPNA2","UBE2S","DNMT1","C12orf75","COX8A","HMGN1","NUDT1","RPA3","NUF2","TK1","CCNB2","MCM3","EZH2","ITM2A","DNAJC9","LMNB1","CARHSP1","HMMR","CCNB1","ARL6IP1","SUMO2","USP1","CKS2","HNRNPR","PHF19","DDX39A","DUSP4","SIVA1","NASP","GTSE1","DTYMK","HIST1H1D","NUCB2","HNRNPD","LDHB","CENPU","COX5A","MCM7","NCAPG","ARPC5","LDHA","ANXA5","BUB3","HIST1H1C","IFI16","CBX3","UBE2T","TMEM106C","CCNA2","SET","PSMA4","SGO2","CENPK","MRPL51","HNRNPF","SMC1A","NDC80","CENPW","NME1","MZT2A","SNRPD3","APOBEC3G","H2AFY","PSMA7","HNRNPA3","LSM4","PDIA6","H2AFX","PPP1CA","CCDC167","LSM3","SEPT7","FAM111A","HNRNPAB","TACC3","PSIP1","SKA2","FBXO5","XRCC5","SNRPG","PPM1G","CBX5","KIF23","PSMB3","RAC2","LSM5","SLBP","FAM111B","MIS18BP1","RRM1","ENTPD1","ATAD5","KIF22","TUBA1C","ERH","PA2G4","CYTOR","FANCI","ATP5PF","GMNN","KIF15","PSMB2","FEN1","PARP1","HIST1H1B","HNRNPM","HP1BP3","PSMD8","KIFC1","PTMS","SRSF10","LCP1","CEP55","SERBP1","PSMA5","DCTN3","GNG5","FDPS","BRCA2","CD8A","ATP5F1B","ANAPC11","GBP1","PRELID1","SLC25A3","ASF1B","CENPX","SUPT16H","CDC20","CLIC1","MZT1"
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"NK_cells_PMID_34663877","NK cell","GNLY","NKG7","SPON2","FGFBP2","PRF1","FCER1G","FCGR3A","PTGDS","KLRF1","TYROBP","KLRD1","CD247","CST7","CCL4","CCL3","GZMB","PLAC8","MYOM2","AREG","KLRB1","ARL4C","EFHD2","CTSW","IFITM2","ABHD17A","CCL4L2","GZMA","PLEK","ADGRG1","CLIC3","LITAF","METRNL","ITGB2","CDC42SE1","CX3CR1","GZMM","IGFBP7","RAP1B","CMC1","PYHIN1","CD7","PTPN12","ZEB2","JAK1","C1orf56","CEP78","FOSL2","IL2RB","AES","RUNX3","GPR65","HOPX","TXK","SPN","AKNA","TRDC","GK5","AKR1C3","NFE2L2","AC004687.1","BIN2","HCST","PTPRE","GNG2","S1PR5","KLF3","CD47","APMAP","GZMH","CCND3","FLNA","TLE4","DSTN","CEBPD","TGFB1","C1orf21","SH2D1B","MAPK1","HIPK2","SAMD3","NDUFB2","GSAP","TTC38","DBI","SYNE1","MBP","PIP4K2A","ITGAL","TES","MATK","ATM","GNPTAB","FAM49B","MYO1F","PTPN4","SYTL3","RAP2B","LPCAT1","VPS37B","GSTP1","PTGDR","MYBL1","GFOD1","MAP3K8","PRSS23","TFDP2","TBX21","LYN","MAPRE2","CHST2","CD164","CTBP2","RAB29","MTSS1","KLF2","HMGN3","RASSF1","CTSC","C12orf75","NCR3","TPST2","SORL1","SLA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"B_cells_PMID_34663877","B cell","HLA-DRA","CD74","MS4A1","HLA-DRB1","CD83","HLA-DQB1","HLA-DPA1","HLA-DQA1","HLA-DPB1","BANK1","CD79A","CD37","MEF2C","MIR29B2CHG","IER5","SMIM14","TCF4","BASP1","POU2F2","TNFRSF13C","CD79B","RALGPS2","ID3","VPREB3","BCL11A","MARCKS","ARHGAP24","ADAM28","TNFRSF13B","HLA-DMA","SWAP70","HLA-DMB","LTB","CCDC50","LAPTM5","IGHM","CD40","MARCH1","IRF8","CTSH","RNASET2","CTSZ","LINC00926","TRIM38","NFKBID","GPR183","SNX2","SP110","PHACTR1","LY86","CD22","BCL2A1","LY9","SPIB","CD24","AIM2","CHCHD10","BLK","ORAI2","IFI30","SYPL1","HVCN1","NCOA3","PAX5","CIITA","LYN","CYBB","CD19","PKIG","STX7","FCMR","COBLL1","SESN3","SYNGR2","DAPP1","NCF1","SELL","TLR10","TMEM154","DRAM2","RIPOR2","NR4A1","KLF2","PRKCB","PARP14","CMTM6","PRDM2","CD55","ATP2B1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Single-cell RNA sequencing reveals distinct tumor microenvironmental patterns in lung adenocarcinoma",34663877,"Plasma_PMID_34663877","B cell","IGKC","IGLC2","IGHA1","IGLC3","IGHG3","IGHG1","JCHAIN","IGHG4","IGHA2","IGHGP","IGHG2","MZB1","SSR4","HERPUD1","DERL3","XBP1","SEC11C","PRDX4","FKBP11","HSP90B1","CD79A","SSR3","SDF2L1","FKBP2","ITM2C","SPCS2","MANF","TNFRSF17","DNAJB9","SPCS1","SELENOS","LMAN1","FCRL5","CD27","MYDGF","UBE2J1","CD38","SEL1L","PDIA6","SELENOM","ISG20","PLPP5","IFI6","SPCS3","RABAC1","TMEM59","SDC1","RRBP1","CRELD2","KDELR2","RAB30","NUCB2","EAF2","TXNDC15","HM13","ERLEC1","JSRP1","RPN2","CLPTM1L","POU2AF1","SRPRB","ALG5","TPD52","PDK1","OSTC","SLAMF7","PIM2","TMEM208","FNDC3A","PDIA4","CADM1","SPATS2","DNAJC3","FBXW7","NANS","SRM","KDELR1","SPAG4","HSPA13","HDLBP","CREB3L2","MARCKS","DNAJC1","HSPA5","DERL1","DUSP5","ANKRD28","SEC61B","TMED9","PPIB","TENT5C","SERP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Global characterization of T cells in non-small-cell lung cancer by single-cell sequencing",29942094,"CD8_CD8-C1-LEF1_PMID_29942094","T cell","CCR7","SELL","LEF1","TCF7","TXK","LDHB","NOSIP","LDLRAP1","SERINC5","LRRC75A-AS1","MYC","PRKCQ-AS1","SNORA33","RIPOR2","LRRC75A","TRABD2A","TMEM123","PABPC1","ABLIM1","MAL","TPT1","DGKA","NPM1","FOXP1","SATB1","NELL2","CD55","TXNIP","RACK1","LOC100289511","NDFIP1","FCMR","ACTN1","PIK3IP1","GAS5","THEM4","ATM","FLT3LG","SRSF5","PIM2","SNHG8","IL6ST","GAS5-AS1","LINC00861","SARAF","TESPA1","RASGRP2","LINC01550","GIMAP7","RSL1D1","OXNAD1","LIMD2","SORL1","UBA52","FAU","PDE3B","EIF2S3","EIF3E","C6orf48","AES","EEF2","RGS10","HAPLN3","C1orf162","HNRNPA1","LEF1-AS1","PPP1R2","SLC7A6","NACA","PFDN5","NAA16","FBXO32","BACH2","RASGRF2","ICAM2","TMEM131L","SNHG6","CAMK4","TMEM243","GPR155","ST6GAL1","TNRC6B","TMEM63A","NSUN5P2","SPTBN1","NUCB2","LINC02067","FTL","SNHG5","PASK","MCMDC2","LEPROTL1","STK38","RCAN3","PCED1B","NIPAL3","TOMM7","PNISR","NOP53","NAP1L1","PDK1","EIF3L","TRAF3IP3","RNF138","MAPKAPK5-AS1","PRMT2","C1orf228","BTF3","PCED1B-AS1","SRSF6","LGALS3BP","LUC7L3","ITGA6","SLC12A7","HSP90AB1","ANP32B","DPH5","PRR29","CASP6","IL6R","MLXIP","STX16","ZFAS1","C1orf56","EPHX2","CUL9","MKRN1","GIMAP1-GIMAP5","PRKCA","CHMP7","CDC42SE1","MFNG","ARHGAP15","APEX1","STMN3","GIMAP5","CRTC3","CIAPIN1","DSEL","NPAT","SMDT1","ATP6V1G1","PLSCR3","LSR","PYCR2","EIF4B","SELENOH","SF1","TMEM256-PLSCR3","HINT1","RAPGEF6","GPX1","GNL3","ST13","CDK5RAP3","LEFTY1","SNURF","43349","FYB1","PGGHG","ST3GAL1","TMEM204","CNST","MGAT4A","SAMHD1","ESYT2","RIC3","UXS1","PSIP1","CEACAM21","COX4I1","ATXN7","FXYD5","ADPRM","EIF3F","CARD10","POM121","TPP2","MSL3","SGTB","","","","","","","","","","","","","","","","","","","",""
"Global characterization of T cells in non-small-cell lung cancer by single-cell sequencing",29942094,"CD8_CD8-C2-CD28_PMID_29942094","T cell","IL7R","CD28","LYAR","TNFSF8","MCUB","GPR183","DUSP2","SESN1","MALAT1","EPB41","ATP2B1","CYB561","ZFP36L2","IL10RA","HELB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Global characterization of T cells in non-small-cell lung cancer by single-cell sequencing",29942094,"CD8_CD8-C3-CX3CR1_PMID_29942094","T cell","FGFBP2","CX3CR1","FCGR3A","ADGRG1","PLEK","FCGR3B","KLRD1","S1PR1","LITAF","GZMH","FCRL6","GNLY","KLRG1","NKG7","S1PR5","PRF1","PLAC8","A2M","ZEB2","FGR","PXN","CST7","EFHD2","PRSS23","KLF2","TGFBR3","SYNE1","FLNA","BIN2","PATL2","LILRB1","TBX21","TARP","MYO1F","ITGB2","UCP2","C1orf21","PYHIN1","SPON2","PZP","ADRB2","PXN-AS1","LAIR2","ITGAL","APMAP","CTSW","HLA-C","TTC38","FCRL3","EMP3","ADD3","ZEB2-AS1","RAP1B","CYTH1","RASSF1","TPST2","MTSS1","TSPAN32","RAP2B","RASA3","ITGAM","MYO1G","CD47","C12orf75","SAMD3","RAP1GAP2","MYOM2","PFN1","SPN","ITGA4","SLC9A3R1","LPCAT1","USP28","SH3BP5","CD99","SLC44A2","SLAMF7","PTP4A2","CCND3","RAB29","PIK3R5","CEP78","ARHGAP25","RAB37","SH3BP5-AS1","OSBPL5","LINC00612","CYBA","SUN2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Global characterization of T cells in non-small-cell lung cancer by single-cell sequencing",29942094,"CD8_CD8-C4-GZMK_PMID_29942094","T cell","GZMK","CCL4L1","ITM2C","CD74","CCL4","AOAH","CXCR4","DTHD1","CCL3L3","CCL3L1","CLDND1","CD44","SH2D1A","TRAT1","EOMES","CCL5","F2R","TC2N","FAM102A","PVRIG","PDE4DIP","CMC1","CRTAM","NEK7","EPHA1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Global characterization of T cells in non-small-cell lung cancer by single-cell sequencing",29942094,"CD8_CD8-C5-ZNF683_PMID_29942094","T cell","ZNF683","CAPG","ITGA1","STK17B","JUN","ADAM19","CKLF-CMTM1","CKLF","CXCR3","XCL1","PELO","CTSA","PLTP","VIM","PLP2","SUSD3","CD69","GLUL","S100A11","ZYX","CISH","XCL2","SOCS1","PFKFB3","FAM129A","SMG1P3","SLC7A5P2","SKIL","PTGER4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
